10000
0,0
50,50
15.0,14.994
50,49.98
15.0,14.988
50,49.959999999999994
15.0,14.982
50,49.93999999999999
15.0,14.975999999999999
50,49.91999999999999
15.0,14.969999999999999
50,49.899999999999984
15.0,14.963999999999999
50,49.87999999999998
15.0,14.957999999999998
50,49.85999999999998
15.0,14.951999999999998
50,49.839999999999975
15.0,14.945999999999998
50,49.81999999999997
15.0,14.939999999999998
50,49.79999999999997
15.0,14.933999999999997
50,49.779999999999966
15.0,14.927999999999997
50,49.75999999999996
15.0,14.921999999999997
50,49.73999999999996
15.0,14.915999999999997
50,49.719999999999956
15.0,14.909999999999997
50,49.69999999999995
15.0,14.903999999999996
50,49.67999999999995
15.0,14.897999999999996
50,49.65999999999995
15.0,14.891999999999996
50,49.639999999999944
15.0,14.885999999999996
50,49.61999999999994
15.0,14.879999999999995
50,49.59999999999994
15.0,14.873999999999995
50,49.579999999999934
15.0,14.867999999999995
50,49.55999999999993
15.0,14.861999999999995
50,49.53999999999993
15.0,14.855999999999995
50,49.519999999999925
15.0,14.849999999999994
50,49.49999999999992
15.0,14.843999999999994
50,49.47999999999992
15.0,14.837999999999994
50,49.459999999999916
15.0,14.831999999999994
50,49.43999999999991
15.0,14.825999999999993
50,49.41999999999991
15.0,14.819999999999993
50,49.399999999999906
15.0,14.813999999999993
50,49.3799999999999
15.0,14.807999999999993
50,49.3599999999999
15.0,14.801999999999992
50,49.3399999999999
15.0,14.795999999999992
50,49.319999999999894
15.0,14.789999999999992
50,49.29999999999989
15.0,14.783999999999992
50,49.27999999999989
15.0,14.777999999999992
50,49.259999999999884
15.0,14.771999999999991
50,49.23999999999988
15.0,14.765999999999991
50,49.21999999999988
15.0,14.759999999999991
50,49.199999999999875
15.0,14.75399999999999
50,49.17999999999987
15.0,14.74799999999999
50,49.15999999999987
15.0,14.74199999999999
50,49.139999999999866
15.0,14.73599999999999
50,49.11999999999986
15.0,14.72999999999999
50,49.09999999999986
15.0,14.72399999999999
50,49.079999999999856
15.0,14.71799999999999
50,49.05999999999985
15.0,14.711999999999989
50,49.03999999999985
15.0,14.705999999999989
50,49.01999999999985
15.0,14.699999999999989
50,48.999999999999844
15.0,14.693999999999988
50,48.97999999999984
15.0,14.687999999999988
50,48.95999999999984
15.0,14.681999999999988
50,48.939999999999834
15.0,14.675999999999988
50,48.91999999999983
15.0,14.669999999999987
50,48.89999999999983
15.0,14.663999999999987
50,48.879999999999825
15.0,14.657999999999987
50,48.85999999999982
15.0,14.651999999999987
50,48.83999999999982
15.0,14.645999999999987
50,48.819999999999816
15.0,14.639999999999986
50,48.79999999999981
15.0,14.633999999999986
50,48.77999999999981
15.0,14.627999999999986
50,48.759999999999806
15.0,14.621999999999986
50,48.7399999999998
15.0,14.615999999999985
50,48.7199999999998
15.0,14.609999999999985
50,48.6999999999998
15.0,14.603999999999985
50,48.679999999999794
15.0,14.597999999999985
50,48.65999999999979
15.0,14.591999999999985
50,48.63999999999979
15.0,14.585999999999984
50,48.619999999999784
15.0,14.579999999999984
50,48.59999999999978
15.0,14.573999999999984
50,48.57999999999978
15.0,14.567999999999984
50,48.559999999999775
15.0,14.561999999999983
50,48.53999999999977
15.0,14.555999999999983
50,48.51999999999977
15.0,14.549999999999983
50,48.499999999999766
15.0,14.543999999999983
50,48.47999999999976
15.0,14.537999999999982
50,48.45999999999976
15.0,14.531999999999982
50,48.439999999999756
15.0,14.525999999999982
50,48.41999999999975
15.0,14.519999999999982
50,48.39999999999975
15.0,14.513999999999982
50,48.37999999999975
15.0,14.507999999999981
50,48.359999999999744
15.0,14.501999999999981
50,48.33999999999974
15.0,14.495999999999981
50,48.31999999999974
15.0,14.48999999999998
50,48.299999999999734
15.0,14.48399999999998
50,48.27999999999973
15.0,14.47799999999998
50,48.25999999999973
15.0,14.47199999999998
50,48.239999999999725
15.0,14.46599999999998
50,48.21999999999972
15.0,14.45999999999998
50,48.19999999999972
15.0,14.45399999999998
50,48.179999999999715
15.0,14.447999999999979
50,48.15999999999971
15.0,14.441999999999979
50,48.13999999999971
15.0,14.435999999999979
50,48.119999999999706
15.0,14.429999999999978
50,48.0999999999997
15.0,14.423999999999978
50,48.0799999999997
15.0,14.417999999999978
50,48.0599999999997
15.0,14.411999999999978
50,48.039999999999694
15.0,14.405999999999977
50,48.01999999999969
15.0,14.399999999999977
50,47.99999999999969
